ID,Type,Ship,Rarity,HP,FP,TRP,AVI,AA,RLD,EVA,Armor,SPD,ACC,LCK,ASW,OIL,OXY,AMO,Faction
572,CV,Hornet II,Super Rare,6792,0,0,438,341,132,56,Medium,33,93,76,0,13,0,0,Eagle Union
573,CVL,Langley II,Elite,4904,0,0,346,278,194,86,Medium,31,91,70,100,11,0,0,Eagle Union
574,CV,Yorktown II,Ultra Rare,7662,0,0,458,371,137,56,Medium,33,97,70,0,15,0,0,Eagle Union
575,CA,Northampton II,Super Rare,4762,259,0,0,299,190,59,Medium,26,139,80,0,12,0,0,Eagle Union
576,DD,Hammann II,Elite,1694,82,375,0,255,226,271,Light,25,218,55,232,9,0,0,Eagle Union
577,CL,Kuybyshev,Super Rare,4392,178,0,0,338,199,110,Light,33,170,73,149,11,0,0,Northern Parliament
578,CVL,Theseus,Super Rare,5096,0,0,428,270,167,69,Medium,25,101,71,127,13,0,0,Royal Navy
579,CVL,Hwah Jah,Elite,4965,0,0,335,148,177,53,Medium,12,89,53,0,11,0,0,Dragon Empery
580,AE,Tang An,Elite,2219,0,0,159,137,152,106,Light,9,143,49,0,10,0,0,Dragon Empery
581,CV,Implacable,Ultra Rare,7004,0,0,444,334,128,56,Heavy,32,97,79,0,15,0,0,Royal Navy
582,BB,Royal Oak,Super Rare,7978,422,0,0,234,158,30,Heavy,22,76,47,0,15,0,0,Royal Navy
583,CVL,Argus,Elite,5156,0,0,290,261,178,63,Medium,20,83,81,109,11,0,0,Royal Navy
584,CL,Scylla,Super Rare,4012,150,180,0,445,196,114,Light,32,177,56,171,11,0,0,Royal Navy
585,DD,Hero,Elite,1501,88,379,0,171,199,270,Light,43,222,80,226,9,0,0,Royal Navy
586,CA,Kursk,Super Rare,4886,282,215,0,128,190,68,Light,30,158,10,0,12,0,0,Northern Parliament
587,CL,Voroshilov,Super Rare,4480,150,199,0,408,190,148,Light,36,162,52,156,11,0,0,Northern Parliament
588,BB,Sevastopol,Elite,6645,328,0,0,213,151,34,Heavy,24,63,88,0,14,0,0,Northern Parliament
589,CV,Little Formidable,Elite,6279,0,0,405,285,115,53,Heavy,30,93,75,0,12,0,0,Royal Navy
590,BB,Bismarck Zwei,Ultra Rare,9429,448,0,0,279,170,28,Heavy,30,75,32,0,17,0,0,Iron Blood
591,DD,Otto von Alvensleben,Super Rare,3058,128,354,0,164,220,194,Light,43,205,50,213,10,0,0,Iron Blood
592,CL,Regensburg,Super Rare,3748,174,331,0,385,207,127,Light,36,168,46,149,11,0,0,Iron Blood
593,CVL,Jade,Elite,5177,0,0,334,274,188,64,Medium,21,86,28,73,11,0,0,Iron Blood
594,CV,Taihou-chan,Elite,7209,0,0,386,314,118,56,Heavy,33,84,36,0,12,0,0,Sakura Empire
595,DD,Attilio Regolo,Super Rare,2871,128,339,0,164,210,219,Light,51,225,63,210,10,0,0,Sardegna Empire
596,CA,Gorizia,Super Rare,5056,256,0,0,231,177,59,Medium,26,121,85,0,12,0,0,Sardegna Empire
597,BB,Andrea Doria,Elite,7292,365,0,0,204,152,38,Heavy,26,86,77,0,14,0,0,Sardegna Empire
